INFO 2025-07-17 09:16:39,423 autoreload 6992 14988 Watching for file changes with StatReloader
INFO 2025-07-17 09:23:09,675 basehttp 6992 10728 "OPTIONS /api/auth/login/ HTTP/1.1" 200 0
INFO 2025-07-17 09:23:14,728 basehttp 6992 10728 "POST /api/auth/login/ HTTP/1.1" 200 620
INFO 2025-07-17 09:23:16,356 basehttp 6992 10960 "OPTIONS /api/auth/admin/dashboard/stats/ HTTP/1.1" 200 0
WARNING 2025-07-17 09:23:16,373 log 6992 10960 Unauthorized: /api/auth/admin/dashboard/stats/
WARNING 2025-07-17 09:23:16,377 basehttp 6992 10960 "GET /api/auth/admin/dashboard/stats/ HTTP/1.1" 401 172
INFO 2025-07-17 09:25:40,014 basehttp 6992 11004 "OPTIONS /api/auth/logout/ HTTP/1.1" 200 0
WARNING 2025-07-17 09:25:40,270 log 6992 11004 Forbidden (Origin checking failed - http://localhost:52396 does not match any trusted origins.): /api/auth/logout/
WARNING 2025-07-17 09:25:40,273 basehttp 6992 11004 "POST /api/auth/logout/ HTTP/1.1" 403 2555
INFO 2025-07-17 09:25:58,172 basehttp 6992 11004 "POST /api/auth/login/ HTTP/1.1" 200 619
INFO 2025-07-17 09:26:01,815 basehttp 6992 11004 "OPTIONS /api/instructor/students/ HTTP/1.1" 200 0
INFO 2025-07-17 09:26:01,825 basehttp 6992 11004 "OPTIONS /api/instructor/pending-verifications/ HTTP/1.1" 200 0
INFO 2025-07-17 09:26:01,826 basehttp 6992 6496 "OPTIONS /api/instructor/students/ HTTP/1.1" 200 0
INFO 2025-07-17 09:26:01,870 basehttp 6992 6496 "GET /api/instructor/pending-verifications/ HTTP/1.1" 200 2
INFO 2025-07-17 09:26:01,929 basehttp 6992 10580 "GET /api/instructor/students/ HTTP/1.1" 200 1907
INFO 2025-07-17 09:26:02,012 basehttp 6992 10580 "GET /api/instructor/students/ HTTP/1.1" 200 1907
INFO 2025-07-17 09:26:02,119 basehttp 6992 2616 "OPTIONS /api/activities/ HTTP/1.1" 200 0
INFO 2025-07-17 09:26:02,123 basehttp 6992 7668 "OPTIONS /api/activities/ HTTP/1.1" 200 0
INFO 2025-07-17 09:26:02,197 basehttp 6992 7668 "GET /api/activities/ HTTP/1.1" 200 4357
INFO 2025-07-17 09:26:02,253 basehttp 6992 7668 "GET /api/activities/ HTTP/1.1" 200 4357
INFO 2025-07-17 09:26:02,933 basehttp 6992 7668 "GET /api/activities/ HTTP/1.1" 200 4357
INFO 2025-07-17 09:26:14,143 basehttp 6992 10580 "GET /api/instructor/students/ HTTP/1.1" 200 1907
INFO 2025-07-17 09:27:16,277 basehttp 6992 10580 "OPTIONS /api/instructor/student/1/participation/ HTTP/1.1" 200 0
INFO 2025-07-17 09:27:16,312 basehttp 6992 10580 "GET /api/instructor/student/1/participation/ HTTP/1.1" 200 246
INFO 2025-07-17 09:28:17,739 basehttp 6992 7668 "OPTIONS /api/activities/7/enroll/ HTTP/1.1" 200 0
WARNING 2025-07-17 09:28:17,797 log 6992 7668 Bad Request: /api/activities/7/enroll/
WARNING 2025-07-17 09:28:17,803 basehttp 6992 7668 "POST /api/activities/7/enroll/ HTTP/1.1" 400 111
WARNING 2025-07-17 09:31:02,034 log 6992 10580 Forbidden (Origin checking failed - http://localhost:52396 does not match any trusted origins.): /api/auth/logout/
WARNING 2025-07-17 09:31:02,036 basehttp 6992 10580 "POST /api/auth/logout/ HTTP/1.1" 403 2555
INFO 2025-07-17 09:31:22,050 basehttp 6992 10580 "POST /api/auth/login/ HTTP/1.1" 200 620
WARNING 2025-07-17 09:31:22,940 log 6992 7668 Unauthorized: /api/auth/admin/dashboard/stats/
WARNING 2025-07-17 09:31:22,944 basehttp 6992 7668 "GET /api/auth/admin/dashboard/stats/ HTTP/1.1" 401 172
INFO 2025-07-17 09:39:10,154 basehttp 6992 13984 "GET /api/auth/admin/dashboard/stats/ HTTP/1.1" 200 484
WARNING 2025-07-17 09:39:23,017 log 6992 13364 Forbidden (Origin checking failed - http://localhost:52396 does not match any trusted origins.): /api/auth/logout/
WARNING 2025-07-17 09:39:23,019 basehttp 6992 13364 "POST /api/auth/logout/ HTTP/1.1" 403 2555
INFO 2025-07-17 09:39:37,461 basehttp 6992 13364 "POST /api/auth/login/ HTTP/1.1" 200 620
INFO 2025-07-17 09:39:38,786 basehttp 6992 13984 "GET /api/auth/admin/dashboard/stats/ HTTP/1.1" 200 484
WARNING 2025-07-17 09:41:38,037 log 6992 14500 Forbidden (Origin checking failed - http://localhost:52396 does not match any trusted origins.): /api/auth/logout/
WARNING 2025-07-17 09:41:38,042 basehttp 6992 14500 "POST /api/auth/logout/ HTTP/1.1" 403 2555
INFO 2025-07-17 09:41:56,639 basehttp 6992 14500 "POST /api/auth/login/ HTTP/1.1" 200 619
INFO 2025-07-17 09:41:59,338 basehttp 6992 11472 "GET /api/instructor/pending-verifications/ HTTP/1.1" 200 2
INFO 2025-07-17 09:41:59,379 basehttp 6992 14500 "GET /api/instructor/students/ HTTP/1.1" 200 1907
INFO 2025-07-17 09:41:59,416 basehttp 6992 14500 "GET /api/instructor/students/ HTTP/1.1" 200 1907
INFO 2025-07-17 09:41:59,669 basehttp 6992 376 "GET /api/activities/ HTTP/1.1" 200 4357
INFO 2025-07-17 09:41:59,745 basehttp 6992 376 "GET /api/activities/ HTTP/1.1" 200 4357
INFO 2025-07-17 09:42:00,048 basehttp 6992 376 "GET /api/activities/ HTTP/1.1" 200 4357
INFO 2025-07-17 09:49:42,317 basehttp 6992 2976 "GET /api/instructor/pending-verifications/ HTTP/1.1" 200 2
